order_id,member_sk,member_id,product_sk,date_key,order_status,quantity,amount_twd,coupon_discount_twd
O0002009,287,M00243,91,20260617,completed,1,78696.0,400
O0002010,424,M00362,7,20260630,completed,1,76912.0,200
O0002011,253,M00217,99,20260514,cancelled,2,86374.0,200
O0002012,215,M00186,37,20260527,completed,1,112876.0,600
O0002013,486,M00418,81,20260604,cancelled,1,99256.0,400
O0002014,214,M00185,32,20260608,cancelled,3,118136.0,600
O0002015,189,M00165,16,20260626,paid,3,51320.0,200
O0002016,85,M00073,37,20260629,paid,1,44018.0,0
O0002017,485,M00417,81,20260626,cancelled,3,6745.0,400
O0002018,406,M00348,21,20260602,paid,3,117530.0,600
O0002019,574,M00496,65,20260517,paid,3,101704.0,800
O0002020,354,M00303,9,20260618,completed,3,42367.0,200
O0002021,559,M00483,91,20260505,paid,1,22673.0,400
O0002022,523,M00451,40,20260523,paid,2,74212.0,800
O0002023,407,M00349,64,20260625,cancelled,3,75835.0,600
O0002024,73,M00062,10,20260610,cancelled,2,38473.0,0
O0002025,288,M00244,78,20260527,paid,1,86877.0,0
O0002026,464,M00398,15,20260508,paid,2,87419.0,800
O0002027,50,M00044,46,20260625,completed,1,17278.0,200
O0002028,95,M00083,41,20260614,paid,2,102376.0,200
O0002029,212,M00183,69,20260605,cancelled,1,38017.0,600
O0002030,307,M00260,35,20260624,paid,2,51448.0,200
O0002031,39,M00033,15,20260519,completed,3,71876.0,200
O0002032,302,M00256,51,20260517,cancelled,1,47930.0,600
O0002033,425,M00363,24,20260531,paid,3,41131.0,800
O0002034,263,M00226,98,20260502,completed,1,89024.0,400
O0002035,399,M00341,46,20260611,completed,2,61133.0,0
O0002036,535,M00462,29,20260602,completed,1,27872.0,600
O0002037,374,M00319,37,20260602,completed,1,55691.0,400
O0002038,477,M00410,17,20260627,paid,2,106383.0,400
O0002039,341,M00291,78,20260603,completed,3,43158.0,600
O0002040,411,M00352,6,20260524,paid,2,61905.0,800
O0002041,137,M00119,41,20260605,completed,3,60568.0,0
O0002042,454,M00388,60,20260525,cancelled,2,73572.0,400
O0002043,148,M00129,51,20260516,paid,2,32177.0,800
O0002044,474,M00407,99,20260525,paid,1,115380.0,400
O0002045,45,M00039,4,20260606,completed,1,95289.0,0
O0002046,150,M00131,96,20260502,completed,1,110967.0,0
O0002047,398,M00340,81,20260529,completed,1,18836.0,0
O0002048,446,M00381,91,20260617,cancelled,1,62041.0,400
O0002049,401,M00343,47,20260503,completed,3,65979.0,0
O0002050,227,M00194,24,20260621,paid,3,13535.0,0
O0002051,36,M00030,66,20260516,completed,1,92997.0,0
O0002052,17,M00015,15,20260627,completed,2,11605.0,800
O0002053,531,M00458,70,20260511,paid,2,39489.0,0
O0002054,472,M00405,28,20260522,paid,2,81003.0,400
O0002055,537,M00464,25,20260502,completed,3,28796.0,0
O0002056,257,M00220,51,20260604,completed,3,51533.0,400
O0002057,482,M00414,13,20260523,paid,2,50703.0,200
O0002058,266,M00229,32,20260502,paid,3,74681.0,400
O0002059,336,M00287,92,20260626,paid,2,27271.0,400
O0002060,220,M00190,3,20260531,completed,3,47993.0,200
O0002061,153,M00134,64,20260510,paid,2,7215.0,200
O0002062,387,M00330,96,20260503,paid,3,4868.0,400
O0002063,577,M00497,9,20260620,paid,2,64395.0,800
O0002064,150,M00131,70,20260521,completed,2,72700.0,200
O0002065,256,M00219,11,20260608,paid,2,7598.0,600
O0002066,40,M00034,75,20260506,completed,3,111250.0,400
O0002067,40,M00034,1,20260625,paid,2,67371.0,600
O0002068,152,M00133,47,20260616,completed,1,85876.0,600
O0002069,117,M00103,55,20260630,cancelled,1,2318.0,400
O0002070,423,M00361,99,20260609,completed,1,20740.0,800
O0002071,94,M00082,51,20260520,paid,3,19158.0,400
O0002072,72,M00062,67,20260527,paid,1,45071.0,600
O0002073,445,M00380,64,20260619,cancelled,3,88038.0,600
O0002074,305,M00258,86,20260514,completed,2,27054.0,200
O0002075,128,M00113,49,20260601,completed,3,66378.0,200
O0002076,520,M00448,48,20260528,cancelled,2,89203.0,200
O0002077,546,M00471,88,20260524,cancelled,3,19078.0,400
O0002078,156,M00136,24,20260505,paid,1,86403.0,600
O0002079,23,M00020,78,20260620,paid,1,15851.0,0
O0002080,234,M00200,32,20260512,paid,3,35610.0,600
O0002081,182,M00158,40,20260531,paid,3,109851.0,800
O0002082,486,M00418,46,20260628,completed,3,95481.0,0
O0002083,258,M00221,29,20260522,paid,1,89051.0,800
O0002084,434,M00371,84,20260617,completed,1,91696.0,0
O0002085,432,M00369,26,20260507,paid,1,112985.0,800
O0002086,530,M00457,70,20260506,cancelled,3,24843.0,800
O0002087,547,M00472,11,20260529,completed,2,112846.0,0
O0002088,424,M00362,79,20260617,paid,2,48184.0,600
O0002089,345,M00295,21,20260602,cancelled,1,38808.0,0
O0002090,46,M00040,14,20260503,paid,3,86701.0,200
O0002091,361,M00309,26,20260502,paid,1,67279.0,600
O0002092,498,M00428,68,20260501,paid,1,10723.0,600
O0002093,374,M00319,78,20260531,completed,3,18752.0,600
O0002094,389,M00332,65,20260512,paid,3,40165.0,600
O0002095,467,M00401,1,20260519,completed,2,85243.0,200
O0002096,184,M00160,6,20260617,completed,3,100298.0,0
O0002097,472,M00405,5,20260521,cancelled,1,86450.0,600
O0002098,140,M00121,69,20260604,paid,3,20480.0,200
O0002099,97,M00085,29,20260623,paid,3,101889.0,600
O0002100,533,M00460,16,20260506,paid,1,43539.0,400
O0002101,498,M00428,88,20260615,paid,1,99419.0,200
O0002102,227,M00194,6,20260624,completed,1,73901.0,400
O0002103,297,M00251,30,20260626,completed,1,7167.0,600
O0002104,381,M00326,61,20260602,paid,2,96857.0,200
O0002105,437,M00373,71,20260627,paid,2,11228.0,400
O0002106,382,M00327,55,20260515,paid,3,94677.0,800
O0002107,169,M00148,46,20260512,completed,2,118548.0,600
O0002108,144,M00125,18,20260626,completed,1,34138.0,400
O0002109,375,M00320,96,20260512,paid,3,117125.0,800
O0002110,179,M00155,12,20260617,paid,2,114099.0,400
O0002111,112,M00098,92,20260526,paid,2,85714.0,600
O0002112,308,M00261,1,20260624,paid,1,45732.0,400
O0002113,267,M00229,61,20260618,completed,1,33823.0,0
O0002114,101,M00089,75,20260526,completed,3,19379.0,400
O0002115,302,M00256,8,20260520,completed,2,68187.0,0
O0002116,302,M00256,82,20260625,cancelled,1,1109.0,200
O0002117,264,M00227,5,20260504,paid,2,15095.0,0
O0002118,71,M00061,65,20260526,paid,3,62284.0,600
O0002119,190,M00166,33,20260530,completed,2,86215.0,200
O0002120,341,M00291,54,20260507,paid,1,58072.0,400
O0002121,498,M00428,76,20260513,cancelled,2,9109.0,200
O0002122,35,M00029,23,20260514,cancelled,3,1186.0,800
O0002123,548,M00472,29,20260607,paid,3,80228.0,800
O0002124,200,M00174,40,20260527,completed,1,74451.0,200
O0002125,200,M00174,37,20260524,paid,1,31201.0,200
O0002126,180,M00156,20,20260615,paid,2,96460.0,800
O0002127,445,M00380,43,20260514,paid,2,57574.0,600
O0002128,284,M00241,38,20260503,completed,2,36562.0,600
O0002129,414,M00354,41,20260506,completed,1,91214.0,200
O0002130,197,M00172,91,20260621,completed,1,24230.0,200
O0002131,534,M00461,54,20260607,paid,1,52557.0,200
O0002132,94,M00082,91,20260619,completed,1,80365.0,0
O0002133,313,M00266,96,20260512,completed,3,77748.0,200
O0002134,197,M00172,52,20260527,completed,3,21746.0,800
O0002135,280,M00238,69,20260516,paid,1,73511.0,0
O0002136,33,M00027,29,20260626,cancelled,2,63159.0,0
O0002137,141,M00122,13,20260520,paid,3,29872.0,0
O0002138,439,M00375,70,20260611,paid,1,16510.0,0
O0002139,42,M00036,67,20260630,paid,2,40365.0,800
O0002140,425,M00363,51,20260617,completed,2,58466.0,400
O0002141,265,M00228,53,20260523,paid,2,117652.0,200
O0002142,23,M00020,6,20260630,completed,1,55508.0,0
O0002143,481,M00413,3,20260517,paid,3,7934.0,800
O0002144,326,M00278,12,20260508,completed,2,86501.0,800
O0002145,484,M00416,75,20260627,paid,3,41842.0,0
O0002146,413,M00353,73,20260603,paid,1,10230.0,0
O0002147,304,M00257,10,20260606,paid,2,41619.0,200
O0002148,344,M00294,93,20260511,paid,1,112648.0,0
O0002149,263,M00226,44,20260514,paid,1,24341.0,200
O0002150,378,M00323,3,20260520,cancelled,3,23002.0,400
O0002151,351,M00300,45,20260612,paid,2,39721.0,200
O0002152,338,M00289,72,20260630,paid,1,108357.0,600
O0002153,34,M00028,34,20260510,paid,3,2034.0,0
O0002154,306,M00259,8,20260502,paid,2,118970.0,800
O0002155,242,M00207,10,20260602,paid,3,41792.0,0
O0002156,368,M00315,98,20260625,cancelled,3,19910.0,600
O0002157,484,M00416,3,20260501,paid,2,71949.0,600
O0002158,250,M00214,98,20260527,paid,1,118873.0,0
O0002159,444,M00379,12,20260602,cancelled,1,26329.0,200
O0002160,431,M00368,19,20260606,completed,3,14965.0,0
O0002161,52,M00046,48,20260529,completed,3,56447.0,800
O0002162,193,M00169,57,20260523,paid,1,76607.0,600
O0002163,1,M00001,82,20260619,paid,3,33852.0,0
O0002164,144,M00125,84,20260612,cancelled,3,54266.0,800
O0002165,70,M00060,57,20260623,paid,1,40503.0,600
O0002166,327,M00279,98,20260617,cancelled,3,13547.0,800
O0002167,14,M00013,24,20260630,paid,2,8189.0,800
O0002168,537,M00464,39,20260616,paid,1,42308.0,800
O0002169,134,M00117,60,20260513,paid,2,46434.0,800
O0002170,493,M00425,41,20260514,completed,3,66938.0,0
O0002171,76,M00065,94,20260615,completed,2,87387.0,400
O0002172,207,M00179,95,20260514,paid,3,39765.0,600
O0002173,465,M00399,62,20260531,paid,2,34258.0,400
O0002174,377,M00322,17,20260506,paid,2,107293.0,200
O0002175,565,M00489,53,20260622,completed,1,11468.0,800
O0002176,295,M00250,30,20260614,cancelled,1,111086.0,800
O0002177,578,M00498,55,20260604,completed,2,93492.0,0
O0002178,544,M00469,77,20260605,completed,2,109698.0,400
O0002179,320,M00272,45,20260621,completed,1,25171.0,400
O0002180,215,M00186,37,20260610,paid,3,89596.0,0
O0002181,243,M00208,23,20260613,paid,1,65643.0,800
O0002182,407,M00349,24,20260610,paid,2,24393.0,400
O0002183,433,M00370,72,20260612,cancelled,2,20411.0,0
O0002184,77,M00066,32,20260505,paid,1,74796.0,200
O0002185,121,M00107,23,20260622,completed,3,1564.0,200
O0002186,512,M00441,47,20260517,completed,1,46210.0,800
O0002187,255,M00218,71,20260513,completed,1,32340.0,800
O0002188,557,M00481,36,20260617,paid,1,93850.0,800
O0002189,521,M00449,17,20260626,completed,2,45420.0,400
O0002190,439,M00375,100,20260623,paid,1,109366.0,400
O0002191,291,M00247,73,20260530,paid,2,93797.0,0
O0002192,71,M00061,58,20260613,paid,1,66371.0,800
O0002193,44,M00038,73,20260520,paid,2,19446.0,600
O0002194,512,M00441,17,20260524,paid,2,9707.0,0
O0002195,558,M00482,69,20260513,paid,1,70352.0,600
O0002196,204,M00177,19,20260503,paid,1,28581.0,400
O0002197,8,M00008,69,20260621,paid,3,112669.0,800
O0002198,523,M00451,84,20260627,paid,1,47866.0,400
O0002199,448,M00383,14,20260511,paid,1,23741.0,600
O0002200,516,M00444,52,20260523,paid,2,58386.0,800
O0002201,535,M00462,91,20260502,paid,1,52619.0,800
O0002202,446,M00381,9,20260517,cancelled,2,70825.0,400
O0002203,461,M00395,44,20260524,paid,2,117658.0,600
O0002204,380,M00325,92,20260621,completed,2,78317.0,200
O0002205,74,M00063,72,20260615,paid,2,36241.0,400
O0002206,475,M00408,72,20260502,cancelled,1,31283.0,800
O0002207,354,M00303,16,20260520,completed,3,30975.0,0
O0002208,379,M00324,60,20260519,paid,2,47535.0,600
O0002209,455,M00389,20,20260522,completed,2,18190.0,400
O0002210,206,M00178,41,20260529,paid,3,26562.0,600
O0002211,326,M00278,69,20260612,paid,1,34808.0,600
O0002212,315,M00268,70,20260517,paid,3,85609.0,800
O0002213,32,M00027,62,20260526,cancelled,3,36468.0,400
O0002214,491,M00423,1,20260622,paid,1,49044.0,200
O0002215,538,M00465,50,20260602,cancelled,3,81742.0,0
O0002216,194,M00170,86,20260519,paid,1,19592.0,0
O0002217,291,M00247,33,20260507,completed,2,97586.0,800
O0002218,211,M00182,55,20260519,completed,3,58005.0,600
O0002219,539,M00466,48,20260524,paid,3,70713.0,600
O0002220,530,M00457,41,20260510,paid,3,17297.0,400
O0002221,244,M00209,29,20260521,paid,2,91642.0,400
O0002222,580,M00500,3,20260601,completed,2,91345.0,800
O0002223,536,M00463,37,20260523,paid,1,119770.0,400
O0002224,479,M00412,15,20260525,completed,1,40326.0,400
O0002225,363,M00311,55,20260521,paid,3,4889.0,200
O0002226,411,M00352,52,20260512,paid,2,81149.0,800
O0002227,256,M00219,70,20260602,completed,2,8463.0,0
O0002228,198,M00173,15,20260510,completed,3,62517.0,200
O0002229,244,M00209,5,20260610,completed,2,76061.0,600
O0002230,407,M00349,75,20260617,paid,2,35323.0,600
O0002231,442,M00377,27,20260504,completed,2,54463.0,800
O0002232,42,M00036,35,20260526,completed,2,55371.0,0
O0002233,92,M00080,47,20260619,completed,1,29482.0,400
O0002234,570,M00492,82,20260615,paid,3,88281.0,0
O0002235,503,M00433,48,20260530,cancelled,3,58213.0,800
O0002236,380,M00325,49,20260601,cancelled,1,63450.0,200
O0002237,161,M00140,3,20260613,paid,3,80536.0,200
O0002238,97,M00085,49,20260603,completed,2,63744.0,800
O0002239,490,M00422,17,20260507,cancelled,1,45968.0,800
O0002240,449,M00384,74,20260611,cancelled,3,106152.0,0
O0002241,374,M00319,8,20260612,completed,3,73617.0,400
O0002242,88,M00076,82,20260524,paid,1,38942.0,800
O0002243,482,M00414,13,20260606,completed,2,90594.0,400
O0002244,219,M00189,29,20260524,completed,1,49117.0,0
O0002245,440,M00376,76,20260521,paid,2,20185.0,400
O0002246,279,M00237,7,20260514,paid,2,12441.0,0
O0002247,556,M00480,68,20260508,paid,1,39087.0,400
O0002248,252,M00216,29,20260612,paid,2,77609.0,800
O0002249,386,M00329,30,20260619,paid,2,81547.0,600
O0002250,351,M00300,38,20260622,paid,2,71744.0,400
O0002251,41,M00035,85,20260607,paid,3,20651.0,400
O0002252,389,M00332,33,20260509,paid,3,19355.0,400
O0002253,483,M00415,38,20260627,cancelled,3,87290.0,200
O0002254,222,M00191,89,20260616,cancelled,2,83875.0,200
O0002255,89,M00077,58,20260519,completed,2,6802.0,200
O0002256,243,M00208,53,20260504,cancelled,1,84517.0,400
O0002257,373,M00318,22,20260527,paid,2,78312.0,0
O0002258,367,M00314,55,20260604,cancelled,2,15788.0,600
O0002259,84,M00072,46,20260511,completed,3,32046.0,800
O0002260,265,M00228,6,20260526,paid,1,5958.0,400
O0002261,162,M00141,28,20260507,paid,1,93461.0,600
O0002262,316,M00269,1,20260529,completed,1,66193.0,800
O0002263,265,M00228,98,20260621,paid,2,11420.0,600
O0002264,287,M00243,95,20260601,paid,3,11884.0,800
O0002265,543,M00468,97,20260627,completed,1,87326.0,200
O0002266,205,M00177,1,20260629,cancelled,1,44765.0,200
O0002267,187,M00163,10,20260614,cancelled,1,54673.0,200
O0002268,31,M00026,31,20260619,paid,3,72367.0,400
O0002269,94,M00082,15,20260512,paid,3,3243.0,800
O0002270,6,M00006,96,20260504,completed,3,102434.0,400
O0002271,136,M00118,23,20260530,cancelled,3,43436.0,200
O0002272,381,M00326,5,20260625,paid,1,44496.0,400
O0002273,40,M00034,94,20260523,completed,3,103421.0,600
O0002274,443,M00378,16,20260526,paid,3,102452.0,800
O0002275,80,M00069,45,20260528,paid,2,17226.0,800
O0002276,5,M00005,66,20260601,paid,1,76254.0,600
O0002277,318,M00271,68,20260506,paid,3,104714.0,800
O0002278,361,M00309,73,20260509,completed,1,38681.0,400
O0002279,477,M00410,60,20260525,paid,1,100959.0,400
O0002280,106,M00092,53,20260628,cancelled,3,97143.0,800
O0002281,245,M00210,53,20260509,paid,3,25816.0,200
O0002282,448,M00383,42,20260520,cancelled,2,55783.0,200
O0002283,187,M00163,75,20260508,paid,2,110428.0,800
O0002284,233,M00199,82,20260623,cancelled,2,98792.0,0
O0002285,90,M00078,88,20260510,paid,2,97776.0,400
O0002286,487,M00419,50,20260619,paid,3,48594.0,400
O0002287,265,M00228,14,20260503,completed,3,114432.0,600
O0002288,6,M00006,95,20260603,completed,2,94130.0,600
O0002289,120,M00106,48,20260526,paid,1,109437.0,800
O0002290,278,M00236,39,20260604,completed,2,114125.0,600
O0002291,97,M00085,42,20260629,paid,3,118067.0,0
O0002292,17,M00015,56,20260505,completed,1,7794.0,200
O0002293,192,M00168,24,20260508,paid,2,48257.0,0
O0002294,312,M00265,63,20260628,completed,1,20757.0,0
O0002295,336,M00287,85,20260520,paid,2,111028.0,600
O0002296,398,M00340,60,20260606,paid,1,68482.0,800
O0002297,225,M00193,31,20260511,completed,2,76671.0,0
O0002298,383,M00327,93,20260624,paid,1,72059.0,800
O0002299,198,M00173,84,20260508,completed,3,100720.0,600
O0002300,230,M00197,68,20260611,paid,3,9276.0,400
O0002301,73,M00062,65,20260618,paid,1,102671.0,600
O0002302,169,M00148,55,20260508,completed,1,30663.0,200
O0002303,288,M00244,43,20260530,paid,3,100292.0,200
O0002304,515,M00443,16,20260614,completed,2,8701.0,600
O0002305,319,M00272,80,20260523,paid,3,92367.0,400
O0002306,237,M00202,14,20260523,paid,3,105677.0,0
O0002307,438,M00374,100,20260504,paid,3,98047.0,200
O0002308,339,M00290,34,20260505,paid,3,10174.0,0
O0002309,458,M00392,32,20260621,completed,1,71607.0,0
O0002310,126,M00111,45,20260503,paid,2,98466.0,600
O0002311,18,M00016,19,20260614,paid,2,69678.0,400
O0002312,491,M00423,63,20260517,completed,2,12530.0,600
O0002313,492,M00424,85,20260522,completed,1,75965.0,400
O0002314,11,M00010,92,20260627,paid,1,114456.0,0
O0002315,171,M00149,49,20260514,paid,3,62464.0,600
O0002316,515,M00443,30,20260519,paid,3,50278.0,600
O0002317,508,M00437,26,20260618,completed,3,66795.0,600
O0002318,503,M00433,14,20260520,paid,1,62631.0,800
O0002319,184,M00160,48,20260602,paid,3,36382.0,400
O0002320,521,M00449,38,20260530,paid,3,34790.0,200
O0002321,229,M00196,63,20260504,paid,3,78884.0,200
O0002322,448,M00383,57,20260615,completed,3,2405.0,0
O0002323,295,M00250,69,20260514,paid,2,67492.0,200
O0002324,456,M00390,74,20260514,paid,3,36781.0,200
O0002325,491,M00423,100,20260518,completed,1,44401.0,200
O0002326,336,M00287,51,20260630,paid,2,29182.0,200
O0002327,201,M00174,84,20260606,cancelled,1,3360.0,600
O0002328,239,M00204,9,20260509,paid,3,21420.0,0
O0002329,230,M00197,9,20260606,paid,2,55331.0,400
O0002330,275,M00234,34,20260503,completed,2,113058.0,800
O0002331,301,M00255,75,20260613,paid,3,52107.0,400
O0002332,307,M00260,80,20260619,completed,3,111615.0,600
O0002333,118,M00104,31,20260615,paid,2,24812.0,400
O0002334,77,M00066,81,20260612,paid,2,72421.0,600
O0002335,269,M00230,43,20260614,paid,1,16830.0,800
O0002336,162,M00141,78,20260515,paid,3,74625.0,200
O0002337,23,M00020,41,20260527,paid,3,63493.0,600
O0002338,49,M00043,15,20260520,completed,2,42767.0,200
O0002339,302,M00256,93,20260513,cancelled,2,43961.0,800
O0002340,180,M00156,4,20260608,paid,3,72025.0,600
O0002341,98,M00086,44,20260502,completed,2,14205.0,600
O0002342,570,M00492,100,20260503,completed,2,16150.0,200
O0002343,150,M00131,5,20260622,completed,1,79838.0,0
O0002344,6,M00006,84,20260625,paid,3,38968.0,200
O0002345,414,M00354,38,20260602,paid,3,3808.0,0
O0002346,71,M00061,99,20260603,paid,1,44771.0,400
O0002347,7,M00007,51,20260613,completed,1,99696.0,200
O0002348,549,M00473,94,20260515,paid,2,96116.0,0
O0002349,478,M00411,13,20260510,paid,2,39280.0,0
O0002350,79,M00068,85,20260502,paid,2,1749.0,600
O0002351,223,M00192,87,20260520,paid,2,74882.0,600
O0002352,12,M00011,70,20260528,completed,1,73070.0,200
O0002353,397,M00339,96,20260617,paid,1,20139.0,800
O0002354,376,M00321,67,20260603,paid,2,115728.0,800
O0002355,148,M00129,30,20260521,paid,1,11376.0,0
O0002356,204,M00177,29,20260521,completed,3,114916.0,400
O0002357,513,M00442,90,20260510,cancelled,2,12629.0,0
O0002358,342,M00292,53,20260606,completed,1,54365.0,200
O0002359,13,M00012,34,20260505,completed,1,32484.0,200
O0002360,400,M00342,53,20260527,paid,2,5827.0,200
O0002361,500,M00430,9,20260511,paid,3,98530.0,600
O0002362,248,M00212,69,20260601,cancelled,1,27148.0,600
O0002363,108,M00094,38,20260522,paid,2,37437.0,600
O0002364,71,M00061,44,20260511,cancelled,1,62442.0,0
O0002365,175,M00151,95,20260621,completed,3,12499.0,0
O0002366,101,M00089,75,20260625,completed,1,71747.0,600
O0002367,368,M00315,6,20260518,paid,1,100888.0,400
O0002368,571,M00493,28,20260529,completed,2,72632.0,800
O0002369,164,M00143,2,20260518,cancelled,3,90796.0,0
O0002370,280,M00238,83,20260519,cancelled,2,21357.0,0
O0002371,13,M00012,50,20260528,paid,1,63647.0,600
O0002372,431,M00368,14,20260508,paid,2,109635.0,800
O0002373,65,M00057,63,20260509,paid,3,62614.0,200
O0002374,108,M00094,95,20260507,cancelled,1,77268.0,200
O0002375,397,M00339,71,20260623,paid,1,106697.0,400
O0002376,166,M00145,88,20260625,paid,3,66026.0,0
O0002377,42,M00036,19,20260623,paid,2,55608.0,0
O0002378,405,M00347,39,20260517,cancelled,2,57985.0,600
O0002379,166,M00145,42,20260604,cancelled,3,71859.0,800
O0002380,212,M00183,53,20260607,cancelled,2,115568.0,600
O0002381,243,M00208,11,20260625,paid,1,4311.0,800
O0002382,34,M00028,70,20260622,paid,1,8620.0,400
O0002383,570,M00492,41,20260510,paid,1,27818.0,0
O0002384,280,M00238,34,20260504,paid,2,45554.0,200
O0002385,335,M00286,99,20260513,paid,1,5548.0,0
O0002386,144,M00125,7,20260507,cancelled,2,119805.0,400
O0002387,250,M00214,45,20260613,paid,3,98409.0,400
O0002388,41,M00035,38,20260521,paid,1,25097.0,600
O0002389,184,M00160,72,20260528,cancelled,3,111735.0,400
O0002390,203,M00176,100,20260616,completed,2,79015.0,800
O0002391,483,M00415,21,20260626,completed,2,45027.0,400
O0002392,413,M00353,94,20260504,completed,3,89016.0,600
O0002393,59,M00052,48,20260526,cancelled,2,62261.0,600
O0002394,166,M00145,88,20260518,completed,1,53029.0,800
O0002395,578,M00498,23,20260501,completed,3,110228.0,400
O0002396,368,M00315,84,20260514,paid,2,73577.0,600
O0002397,280,M00238,58,20260626,paid,1,104616.0,200
O0002398,521,M00449,28,20260613,paid,1,55105.0,400
O0002399,120,M00106,36,20260606,completed,3,90770.0,800
O0002400,493,M00425,98,20260622,completed,3,82687.0,0
O0002401,498,M00428,54,20260604,paid,2,83405.0,800
O0002402,460,M00394,96,20260620,paid,3,92059.0,800
O0002403,497,M00427,82,20260626,completed,1,72846.0,800
O0002404,372,M00317,58,20260614,paid,1,41295.0,200
O0002405,55,M00048,86,20260524,paid,2,50966.0,200
O0002406,530,M00457,9,20260620,completed,3,64705.0,800
O0002407,533,M00460,41,20260526,completed,3,111064.0,400
O0002408,109,M00095,50,20260614,paid,2,115267.0,200
O0002409,127,M00112,61,20260515,cancelled,1,10053.0,800
O0002410,127,M00112,64,20260629,paid,2,42004.0,0
O0002411,223,M00192,78,20260515,paid,3,34413.0,800
O0002412,288,M00244,95,20260625,paid,3,42036.0,600
O0002413,313,M00266,23,20260503,paid,1,38881.0,200
O0002414,524,M00452,10,20260610,completed,3,48682.0,200
O0002415,34,M00028,60,20260627,completed,1,10863.0,200
O0002416,436,M00372,92,20260608,completed,2,52801.0,600
O0002417,430,M00367,39,20260628,completed,3,109180.0,600
O0002418,175,M00151,50,20260629,paid,2,44270.0,200
O0002419,465,M00399,46,20260504,completed,1,78914.0,800
O0002420,159,M00138,28,20260517,completed,2,103637.0,800
O0002421,289,M00245,61,20260613,completed,2,49389.0,200
O0002422,467,M00401,54,20260531,completed,1,61768.0,0
O0002423,348,M00297,99,20260606,paid,3,71284.0,400
O0002424,109,M00095,38,20260615,paid,2,36208.0,400
O0002425,351,M00300,37,20260517,completed,3,33080.0,400
O0002426,536,M00463,66,20260502,paid,3,20875.0,600
O0002427,525,M00453,57,20260512,cancelled,2,37333.0,800
O0002428,246,M00211,84,20260507,cancelled,3,38752.0,600
O0002429,91,M00079,38,20260524,paid,3,77107.0,200
O0002430,40,M00034,74,20260529,paid,3,103406.0,0
O0002431,257,M00220,66,20260611,paid,3,62524.0,0
O0002432,96,M00084,20,20260510,completed,1,18544.0,600
O0002433,34,M00028,66,20260513,paid,1,98553.0,400
O0002434,167,M00146,80,20260609,completed,1,75690.0,600
O0002435,168,M00147,45,20260527,paid,1,24925.0,800
O0002436,248,M00212,33,20260623,completed,3,43461.0,400
O0002437,359,M00307,89,20260516,cancelled,3,66895.0,400
O0002438,76,M00065,77,20260621,completed,1,82379.0,800
O0002439,128,M00113,93,20260607,completed,3,7175.0,400
O0002440,137,M00119,55,20260606,completed,2,24961.0,0
O0002441,142,M00123,5,20260528,paid,1,65716.0,200
O0002442,551,M00475,57,20260615,paid,2,81917.0,0
O0002443,106,M00092,50,20260610,completed,2,107002.0,200
O0002444,309,M00262,39,20260508,paid,3,107938.0,800
O0002445,129,M00114,29,20260615,paid,1,100755.0,800
O0002446,375,M00320,90,20260610,paid,1,48062.0,200
O0002447,448,M00383,59,20260622,completed,1,36290.0,800
O0002448,50,M00044,98,20260503,paid,2,79918.0,200
O0002449,421,M00359,58,20260608,paid,1,26950.0,400
O0002450,410,M00351,23,20260620,paid,2,44270.0,0
O0002451,415,M00355,99,20260613,cancelled,3,14762.0,600
O0002452,342,M00292,64,20260617,completed,1,47029.0,600
O0002453,463,M00397,32,20260620,paid,1,34658.0,600
O0002454,216,M00187,50,20260506,cancelled,1,6201.0,0
O0002455,169,M00148,42,20260507,cancelled,1,29658.0,600
O0002456,528,M00455,24,20260617,completed,2,74293.0,0
O0002457,256,M00219,4,20260628,paid,1,109292.0,600
O0002458,178,M00154,76,20260619,paid,1,63908.0,200
O0002459,300,M00254,96,20260602,paid,1,33511.0,400
O0002460,312,M00265,19,20260522,completed,3,42091.0,600
O0002461,506,M00435,37,20260602,completed,3,80778.0,0
O0002462,256,M00219,15,20260606,paid,1,46268.0,400
O0002463,335,M00286,86,20260612,completed,2,9457.0,400
O0002464,345,M00295,54,20260607,paid,3,54528.0,800
O0002465,381,M00326,65,20260603,cancelled,2,53165.0,0
O0002466,439,M00375,43,20260624,paid,2,49328.0,200
O0002467,237,M00202,92,20260517,paid,2,54490.0,800
O0002468,95,M00083,100,20260505,paid,1,11057.0,0
O0002469,311,M00264,46,20260612,paid,3,40935.0,800
O0002470,130,M00115,50,20260511,paid,2,60196.0,200
O0002471,92,M00080,74,20260613,paid,1,109526.0,800
O0002472,325,M00277,52,20260531,cancelled,1,17238.0,400
O0002473,249,M00213,97,20260620,completed,2,1624.0,200
O0002474,399,M00341,39,20260606,cancelled,3,102854.0,400
O0002475,567,M00490,66,20260619,completed,3,54145.0,800
O0002476,228,M00195,1,20260527,completed,1,73645.0,800
O0002477,484,M00416,2,20260605,cancelled,3,100770.0,400
O0002478,341,M00291,25,20260610,paid,3,48612.0,400
O0002479,362,M00310,28,20260521,cancelled,3,110607.0,600
O0002480,259,M00222,16,20260519,paid,1,15708.0,800
O0002481,18,M00016,47,20260607,paid,2,36340.0,800
O0002482,509,M00438,97,20260603,paid,3,92452.0,400
O0002483,149,M00130,31,20260527,completed,1,16369.0,600
O0002484,389,M00332,59,20260509,paid,3,62320.0,200
